neighborhood,sqft_living,area_unit,lot_size_sqft,bedrooms,bathrooms,floors,year_built,renovated,condition,grade,garage,basement,pool,school_score,sale_price
Riverside Park,1428.0,sqft,2483.0,1,1.0,2.0,1982.0,Yes,4,8,N,N,N,4.0,$197.2K
Cedar Falls,2234.0,sqft,2699.0,4,3.5,1.0,1920.0,No,2,9,N,N,N,4.0,231300.0
Old Mill District,2354.0,sqft,9013.0,3,2.5,1.0,1932.0,No,4,6,N,Y,N,7.0,$471.7K
Northgate,134.4,sqm,2669.0,2,2.0,2.0,1973.0,No,3,3,N,N,N,6.0,98900.0
Harbor Point,1753.0,sqft,2704.0,2,1.0,3.0,1932.0,No,2,5,N,N,N,8.0,$398.9K
Old Mill District,2241.0,sqft,7079.0,4,2.0,2.0,2017.0,No,4,7,N,N,N,5.0,$608.4K
Old Mill District,2510.0,sqft,9433.0,4,3.0,2.5,2019.0,No,3,7,Y,N,N,5.0,744000.0
Northgate,2785.0,sqft,7731.0,5,3.5,1.0,1948.0,No,4,6,Y,Y,N,8.0,195600.0
Brookhaven,144.7,sqm,4892.0,2,2.0,2.5,1936.0,No,4,7,N,N,N,7.0,243500.0
Harbor Point,1573.0,sqft,4647.0,3,3.0,1.0,1967.0,Yes,3,3,N,Y,N,8.0,$427.7K
Northgate,205.6,sqm,3599.0,4,3.5,2.5,,Yes,3,8,Y,N,N,6.0,176100.0
Old Mill District,1155.0,sqft,2659.0,2,1.5,2.0,1970.0,No,4,4,N,N,N,4.0,212500.0
Brookhaven,2341.0,sqft,7537.0,3,1.5,3.0,1958.0,No,3,6,Y,Y,N,5.0,397400.0
Northgate,2089.0,sqft,4224.0,4,4.0,1.0,1965.0,Yes,2,4,N,Y,N,4.0,145400.0
Harbor Point,1740.0,sqft,6097.0,3,2.0,2.0,2006.0,No,4,6,N,N,N,8.0,504300.0
Maple Grove,2989.0,sqft,11368.0,4,3.0,2.0,1932.0,No,5,3,Y,Y,N,2.0,337000.0
Sunridge,1278.0,sqft,4866.0,2,2.0,2.0,1980.0,No,3,3,Y,Y,N,8.0,129900.0
Northgate,1101.0,sqft,,2,2.0,2.5,1936.0,Yes,3,3,N,,N,6.0,66200.0
Cedar Falls,1185.0,sqft,1660.0,1,2.0,3.0,1925.0,No,4,3,N,N,N,8.0,$116.1K
Sunridge,1954.0,sqft,4995.0,2,2.0,3.0,1979.0,No,5,10,N,Y,N,7.0,195800.0
Northgate,1711.0,sqft,6801.0,2,1.5,2.0,1986.0,No,2,4,Y,N,Y,5.0,$158.6K
Old Mill District,2008.0,sqft,3719.0,3,2.0,2.5,1999.0,No,3,6,Y,Y,N,6.0,486800.0
Sunridge,1421.0,sqft,5382.0,3,2.5,2.5,2022.0,No,2,3,N,Y,N,6.0,$156.3K
Maple Grove,2684.0,sqft,8280.0,5,3.5,2.0,2015.0,No,4,10,Y,N,N,4.0,$463.8K
Old Mill District,46.4,sqm,1969.0,1,1.0,1.0,2000.0,No,2,10,Y,N,N,7.0,133400.0
Maple Grove,1616.0,sqft,3956.0,3,2.0,3.0,1969.0,Yes,3,7,Y,Y,N,9.0,$256.6K
Riverside Park,1594.0,sqft,5918.0,3,3.0,2.5,2014.0,No,4,3,Y,Y,N,6.0,$312.9K
Brookhaven,777.0,sqft,2828.0,1,1.0,1.5,1960.0,No,5,9,Y,,N,7.0,$170.3K
Brookhaven,2609.0,sqft,8286.0,4,3.5,2.5,1969.0,No,3,7,Y,,N,6.0,550200.0
Northgate,821.0,sqft,3004.0,2,2.0,2.0,1937.0,No,3,7,Y,N,N,6.0,68100.0
Old Mill District,2270.0,sqft,8517.0,3,2.5,2.0,1986.0,No,4,8,N,Y,N,5.0,522700.0
Sunridge,2255.0,sqft,6317.0,3,2.0,1.0,1958.0,Yes,3,4,N,N,Y,8.0,$215.4K
Old Mill District,1341.0,sqft,2694.0,4,3.0,2.0,1921.0,No,5,3,Y,N,N,9.0,313200.0
Harbor Point,230.9,sqm,9785.0,5,3.5,2.0,1942.0,Yes,1,3,N,Y,N,6.0,$529.7K
Old Mill District,1176.0,sqft,2554.0,2,1.0,2.0,2021.0,No,4,4,Y,N,N,4.0,$343.1K
Northgate,2496.0,sqft,6967.0,4,3.5,3.0,2011.0,No,3,7,N,Y,N,,$275.8K
Sunridge,1672.0,sqft,5061.0,2,1.0,3.0,2010.0,Yes,2,9,N,N,N,5.0,$201.2K
Cedar Falls,1546.0,sqft,4479.0,2,2.0,1.0,1984.0,No,3,5,Y,Y,N,9.0,208700.0
Sunridge,2305.0,sqft,4566.0,4,4.0,3.0,1922.0,No,3,6,N,Y,N,7.0,176700.0
Harbor Point,1151.0,sqft,2879.0,2,2.0,2.5,,Yes,3,8,N,N,N,,326300.0
Sunridge,1303.0,sqft,3614.0,3,2.0,1.0,2020.0,No,1,3,Y,Y,N,8.0,129000.0
Riverside Park,3000.0,sqft,6662.0,5,3.0,3.0,1995.0,Yes,4,3,Y,Y,Y,7.0,$640.7K
Sunridge,2885.0,sqft,8864.0,5,3.5,1.0,1950.0,No,3,9,N,N,N,5.0,$273.3K
Maple Grove,120.9,sqm,4371.0,2,1.5,3.0,1950.0,Yes,4,8,Y,N,N,7.0,175900.0
Harbor Point,2623.0,sqft,9739.0,5,4.5,2.0,2002.0,No,4,7,Y,Y,N,8.0,$850.1K
Cedar Falls,2673.0,sqft,6799.0,5,4.5,2.0,1926.0,No,3,8,Y,N,N,,$313.6K
Riverside Park,126.4,sqm,4049.0,4,3.0,1.0,1996.0,No,3,8,N,Y,N,6.0,$225.3K
Old Mill District,1258.0,sqft,3776.0,1,1.0,2.0,2023.0,Yes,3,4,N,N,N,7.0,$393.3K
Old Mill District,722.0,sqft,2285.0,1,1.0,1.0,2015.0,No,3,10,N,Y,N,5.0,196500.0
Maple Grove,841.0,sqft,3229.0,1,1.0,1.0,1982.0,No,4,8,Y,N,N,5.0,$122.2K
Brookhaven,1993.0,sqft,7054.0,3,3.0,1.0,2016.0,No,4,8,Y,Y,N,4.0,501400.0
Harbor Point,1596.0,sqft,3361.0,1,1.0,1.5,1928.0,No,3,6,N,Y,N,9.0,331200.0
Maple Grove,1103.0,sqft,1964.0,2,2.0,1.0,1982.0,No,5,6,N,N,N,3.0,$137.1K
Old Mill District,1154.0,sqft,3560.0,2,1.0,1.0,1928.0,No,4,4,N,N,N,5.0,227300.0
Cedar Falls,1154.0,sqft,4371.0,2,1.5,1.5,1995.0,Yes,3,7,N,N,N,2.0,136000.0
Riverside Park,1929.0,sqft,7156.0,3,2.0,2.5,1954.0,No,1,8,Y,Y,N,8.0,349400.0
Northgate,1307.0,sqft,4348.0,2,1.0,2.0,1997.0,Yes,3,3,Y,N,N,7.0,126400.0
Northgate,1553.0,sqft,4967.0,3,2.0,2.0,1936.0,Yes,3,8,Y,N,N,4.0,125100.0
Riverside Park,2140.0,sqft,4374.0,4,2.0,1.0,2020.0,No,1,7,N,Y,Y,7.0,432500.0
Northgate,1830.0,sqft,4942.0,3,2.5,1.0,1973.0,No,4,7,Y,Y,N,7.0,$181.7K
Maple Grove,1865.0,sqft,4551.0,3,2.5,2.0,2004.0,No,2,7,Y,N,Y,,$239.8K
Riverside Park,789.0,sqft,1308.0,1,1.0,2.5,1954.0,Yes,3,4,N,Y,Y,7.0,$139.5K
Northgate,74.4,sqm,2357.0,2,1.5,2.0,1920.0,No,3,5,Y,Y,N,6.0,$66.7K
Sunridge,2558.0,sqft,9286.0,4,2.5,2.0,1958.0,Yes,4,5,Y,Y,N,5.0,$245.1K
Old Mill District,500.0,sqft,1504.0,1,1.0,2.5,1961.0,No,4,7,N,N,N,9.0,114600.0
Old Mill District,2647.0,sqft,4497.0,4,2.5,2.0,1987.0,No,4,6,Y,N,N,4.0,688900.0
Harbor Point,2012.0,sqft,6607.0,3,3.0,2.5,1964.0,No,2,10,Y,Y,N,4.0,488600.0
Maple Grove,2373.0,sqft,5988.0,2,1.0,2.0,1923.0,No,4,8,Y,Y,N,6.0,322900.0
Harbor Point,1336.0,sqft,1864.0,1,1.0,2.0,1943.0,Yes,5,6,Y,N,N,3.0,325500.0
Brookhaven,1323.0,sqft,2140.0,2,1.0,2.0,1939.0,No,5,3,Y,,Y,6.0,$263.9K
Riverside Park,1299.0,sqft,2789.0,2,1.5,1.0,2004.0,No,2,5,N,Y,N,6.0,235400.0
Northgate,2001.0,sqft,7665.0,3,3.0,1.0,1939.0,No,2,9,N,N,N,,$137.8K
Cedar Falls,1090.0,sqft,4251.0,1,1.0,2.0,2013.0,No,5,10,Y,Y,N,5.0,185600.0
Old Mill District,229.6,sqm,3644.0,4,3.0,1.5,1957.0,Yes,2,3,N,N,N,6.0,$550.7K
Riverside Park,1638.0,sqft,1999.0,4,2.5,1.0,1951.0,No,3,9,N,Y,N,6.0,239400.0
Brookhaven,2744.0,sqft,5153.0,4,2.5,2.5,1930.0,Yes,5,10,Y,Y,N,4.0,485200.0
Northgate,94.6,sqm,2379.0,2,1.5,3.0,1969.0,No,2,10,Y,Y,N,10.0,101600.0
Maple Grove,173.6,sqm,6513.0,4,3.0,1.0,1938.0,No,3,8,Y,N,N,6.0,225200.0
Brookhaven,2188.0,sqft,3681.0,4,3.0,2.0,2015.0,No,5,7,N,N,N,6.0,$457.9K
Brookhaven,1297.0,sqft,5167.0,3,1.5,1.5,1985.0,No,2,9,Y,N,N,6.0,234800.0
Maple Grove,2897.0,sqft,5630.0,5,3.5,1.0,1930.0,No,3,6,Y,N,N,5.0,338300.0
Old Mill District,1893.0,sqft,2652.0,3,2.0,1.0,1980.0,No,3,6,Y,N,N,7.0,$519.2K
Sunridge,1930.0,sqft,2606.0,4,3.0,2.0,1986.0,No,5,8,Y,N,N,8.0,197800.0
Cedar Falls,195.7,sqm,6694.0,3,2.0,1.0,1980.0,Yes,4,3,Y,Y,N,1.0,262300.0
Northgate,961.0,sqft,2535.0,1,1.0,2.5,,No,5,3,Y,Y,N,9.0,$110.8K
Sunridge,3020.0,sqft,5088.0,4,2.5,1.0,2008.0,No,5,10,Y,N,N,5.0,357300.0
Cedar Falls,2246.0,sqft,2898.0,3,2.5,2.0,1949.0,Yes,1,4,Y,,N,9.0,231500.0
Maple Grove,2417.0,sqft,7108.0,4,2.5,2.0,1939.0,Yes,2,9,Y,N,N,6.0,359100.0
Maple Grove,1087.0,sqft,3698.0,3,2.5,2.0,1945.0,Yes,1,4,Y,Y,N,4.0,146300.0
Harbor Point,1855.0,sqft,2744.0,3,2.0,1.5,1985.0,No,2,6,Y,N,N,5.0,531500.0
Riverside Park,1734.0,sqft,5921.0,2,1.0,2.0,1931.0,Yes,2,10,Y,N,Y,6.0,$306.8K
Cedar Falls,1607.0,sqft,5564.0,3,2.0,2.0,1957.0,No,3,8,N,N,N,9.0,218100.0
Old Mill District,2191.0,sqft,6700.0,4,3.0,1.0,1978.0,No,4,3,Y,Y,N,6.0,$531.3K
Old Mill District,1414.0,sqft,5295.0,1,1.0,2.0,1989.0,No,4,8,N,N,N,8.0,326300.0
Cedar Falls,1889.0,sqft,3343.0,3,2.5,2.0,1986.0,Yes,3,7,N,Y,N,3.0,265700.0
Sunridge,1227.0,sqft,3080.0,2,1.0,2.0,2003.0,No,4,5,Y,N,N,8.0,157100.0
Brookhaven,1591.0,sqft,2627.0,3,2.5,2.0,1981.0,Yes,3,9,N,N,N,6.0,$358.3K
Cedar Falls,1296.0,sqft,2669.0,2,1.5,2.0,1960.0,No,5,6,Y,Y,N,3.0,$147.3K
Harbor Point,172.1,sqm,5497.0,3,3.0,3.0,1929.0,No,3,8,Y,N,N,9.0,$395.9K
Cedar Falls,2661.0,sqft,7159.0,5,3.0,2.0,1984.0,No,3,7,N,N,N,5.0,$326.5K
Brookhaven,1241.0,sqft,2905.0,1,1.0,2.0,1989.0,No,3,3,Y,N,N,4.0,$212.4K
Cedar Falls,1939.0,sqft,5765.0,2,2.0,2.0,1999.0,No,5,3,N,Y,N,6.0,208600.0
Harbor Point,1563.0,sqft,3373.0,3,1.5,1.0,2003.0,No,2,10,N,Y,Y,7.0,$519.4K
Riverside Park,2566.0,sqft,8167.0,4,4.0,3.0,1930.0,No,3,7,Y,Y,N,4.0,$354.0K
Harbor Point,2702.0,sqft,3804.0,4,2.0,1.0,1997.0,Yes,3,5,Y,Y,N,9.0,831600.0
Old Mill District,1406.0,sqft,2780.0,3,2.5,2.0,2016.0,No,4,5,Y,N,N,3.0,291900.0
Riverside Park,1426.0,sqft,2288.0,2,1.5,1.0,1991.0,No,4,7,Y,N,N,5.0,$201.4K
Harbor Point,1720.0,sqft,5017.0,3,2.5,1.5,1935.0,Yes,3,10,Y,Y,N,4.0,$390.1K
Sunridge,1978.0,sqft,7259.0,3,2.0,1.0,1961.0,Yes,3,3,Y,Y,N,8.0,227500.0
Riverside Park,123.4,sqm,4331.0,3,1.5,2.0,2009.0,No,4,8,Y,Y,N,10.0,$257.4K
Cedar Falls,3482.0,sqft,13410.0,6,5.0,2.0,1933.0,Yes,2,10,Y,N,N,8.0,484100.0
Riverside Park,1001.0,sqft,2522.0,2,1.5,1.0,2007.0,No,1,9,N,N,N,,$186.7K
Sunridge,910.0,sqft,2517.0,1,1.0,1.5,1991.0,No,3,3,Y,N,N,6.0,90700.0
Harbor Point,3322.0,sqft,8671.0,5,2.5,2.0,1950.0,No,4,9,Y,Y,Y,6.0,1035700.0
Maple Grove,1155.0,sqft,2013.0,1,1.0,2.0,2009.0,No,5,3,Y,Y,N,,$182.1K
Cedar Falls,237.2,sqm,9696.0,3,2.0,2.0,2003.0,No,1,6,Y,Y,N,5.0,$367.2K
Old Mill District,2220.0,sqft,7720.0,3,3.0,3.0,2004.0,No,1,10,N,Y,N,5.0,$551.3K
Riverside Park,3405.0,sqft,7007.0,5,4.5,2.0,2007.0,No,5,10,Y,N,N,5.0,525800.0
Sunridge,1624.0,sqft,3825.0,2,2.5,1.0,2019.0,No,4,8,Y,N,N,2.0,185400.0
Sunridge,2220.0,sqft,5274.0,4,2.5,1.0,1993.0,No,4,3,Y,,N,8.0,201400.0
Old Mill District,2281.0,sqft,8713.0,3,2.0,3.0,1945.0,No,3,9,Y,N,N,,$472.9K
Cedar Falls,1779.0,sqft,3506.0,4,3.0,2.0,1933.0,No,3,8,Y,N,N,6.0,$191.7K
Old Mill District,1663.0,sqft,2393.0,2,1.5,1.0,1921.0,No,3,10,Y,Y,N,7.0,$392.0K
Harbor Point,1912.0,sqft,6883.0,3,2.0,1.0,1960.0,No,4,7,N,Y,N,4.0,$511.6K
Northgate,1291.0,sqft,3382.0,3,2.5,1.0,1945.0,No,4,3,N,Y,N,8.0,$93.2K
Cedar Falls,2107.0,sqft,6510.0,4,2.5,2.5,1969.0,Yes,3,4,Y,Y,N,4.0,$307.2K
Sunridge,1358.0,sqft,4595.0,2,1.5,3.0,1996.0,No,3,7,Y,Y,Y,9.0,$158.1K
Northgate,500.0,sqft,1983.0,1,1.0,2.0,1983.0,Yes,4,4,Y,Y,Y,8.0,48900.0
Harbor Point,795.0,sqft,2742.0,1,1.0,1.0,2006.0,Yes,3,4,Y,N,N,5.0,230300.0
Harbor Point,2683.0,sqft,5095.0,4,3.0,2.0,1938.0,Yes,4,6,N,N,N,7.0,663900.0
Northgate,3501.0,sqft,6540.0,6,4.0,3.0,1950.0,No,4,9,Y,Y,N,6.0,274300.0
Old Mill District,1289.0,sqft,5122.0,2,1.0,2.0,1933.0,No,3,3,Y,N,N,5.0,252400.0
Harbor Point,2089.0,sqft,5181.0,3,1.5,2.5,2010.0,No,2,4,Y,N,N,7.0,$530.4K
Harbor Point,1300.0,sqft,4497.0,3,1.5,1.0,1963.0,Yes,2,5,Y,N,N,5.0,$326.9K
Brookhaven,2799.0,sqft,5530.0,4,3.0,2.5,1987.0,Yes,3,3,Y,Y,N,7.0,560400.0
Brookhaven,999.0,sqft,3109.0,2,2.0,1.0,1947.0,Yes,3,6,N,Y,Y,4.0,$206.9K
Northgate,1590.0,sqft,3024.0,3,2.5,3.0,2011.0,No,3,3,Y,N,N,7.0,$124.0K
Old Mill District,2297.0,sqft,8402.0,4,3.0,2.5,1952.0,Yes,4,5,N,N,Y,,$481.7K
Harbor Point,1350.0,sqft,2433.0,2,1.5,2.0,1984.0,Yes,3,6,Y,N,N,7.0,353200.0
Maple Grove,2230.0,sqft,3974.0,4,3.0,1.0,2002.0,No,4,8,Y,Y,N,7.0,378300.0
Brookhaven,165.7,sqm,7003.0,4,2.0,2.0,1940.0,No,4,6,Y,,N,9.0,378700.0
Maple Grove,2036.0,sqft,7083.0,3,2.5,1.0,2004.0,No,4,7,Y,Y,N,,$306.6K
Sunridge,681.0,sqft,2036.0,2,1.5,1.5,2017.0,No,3,8,Y,N,N,7.0,80400.0
Brookhaven,76.1,sqm,2496.0,1,1.0,2.0,1938.0,No,4,4,Y,Y,N,10.0,172000.0
Riverside Park,1412.0,sqft,5158.0,2,2.0,2.5,1991.0,Yes,3,10,N,Y,N,6.0,$274.1K
Maple Grove,180.3,sqm,6765.0,3,2.5,1.5,2007.0,No,3,8,Y,N,N,,309900.0
Brookhaven,801.0,sqft,1323.0,2,1.5,3.0,1967.0,Yes,2,3,Y,N,N,,140000.0
Sunridge,3194.0,sqft,9218.0,5,3.5,1.0,1953.0,No,3,8,Y,Y,N,5.0,316500.0
Northgate,1545.0,sqft,2798.0,3,1.5,1.0,1946.0,Yes,4,8,Y,Y,N,4.0,114800.0
Maple Grove,207.6,sqm,4382.0,3,2.0,3.0,1966.0,Yes,3,8,N,N,N,9.0,$331.3K
Maple Grove,1340.0,sqft,2619.0,1,1.0,2.0,1976.0,No,4,4,Y,Y,N,4.0,$162.3K
Maple Grove,1501.0,sqft,3339.0,3,2.5,1.0,1970.0,Yes,3,7,N,Y,N,,227900.0
Maple Grove,2649.0,sqft,9459.0,4,3.0,2.5,1950.0,No,4,8,N,Y,N,10.0,357200.0
Cedar Falls,2193.0,sqft,4972.0,4,3.5,1.0,1957.0,No,3,7,Y,N,N,4.0,$230.4K
Sunridge,70.2,sqm,2189.0,2,2.5,1.0,2010.0,No,3,7,N,N,N,7.0,83800.0
Old Mill District,1020.0,sqft,2113.0,2,1.5,1.0,1936.0,Yes,4,7,N,N,N,7.0,220200.0
Riverside Park,3076.0,sqft,5927.0,5,4.0,3.0,2018.0,No,5,4,Y,N,N,8.0,521800.0
Riverside Park,1433.0,sqft,5602.0,2,1.5,1.5,1983.0,No,4,8,N,,N,7.0,203100.0
Old Mill District,225.3,sqm,4156.0,4,2.5,1.5,1929.0,No,3,5,Y,Y,N,3.0,465400.0
Old Mill District,2225.0,sqft,3483.0,2,1.0,2.0,2007.0,No,4,8,Y,N,N,8.0,620000.0
Maple Grove,1632.0,sqft,3960.0,1,1.0,3.0,1959.0,No,3,10,Y,Y,N,9.0,$225.9K
Sunridge,2754.0,sqft,10809.0,5,4.0,1.5,2001.0,No,2,7,N,N,N,,$323.6K
Northgate,2194.0,sqft,7987.0,4,3.5,2.0,1928.0,No,5,8,Y,N,N,5.0,$158.2K
Brookhaven,1585.0,sqft,5670.0,3,2.5,1.0,1921.0,No,4,9,Y,N,N,5.0,317000.0
Cedar Falls,1310.0,sqft,4881.0,2,1.0,3.0,2012.0,No,5,4,Y,N,N,9.0,$169.5K
Old Mill District,1079.0,sqft,1780.0,2,1.0,2.5,1999.0,No,5,10,Y,Y,N,7.0,315900.0
Cedar Falls,1912.0,sqft,2511.0,2,2.0,3.0,2012.0,No,2,3,Y,Y,N,6.0,262100.0
Northgate,1827.0,sqft,5742.0,2,1.0,1.0,2005.0,No,1,3,Y,N,Y,5.0,167900.0
Sunridge,3148.0,sqft,5758.0,5,4.0,3.0,1972.0,No,2,7,Y,Y,N,7.0,$275.6K
Old Mill District,1733.0,sqft,5826.0,3,1.5,1.0,1941.0,No,4,9,N,N,N,8.0,369600.0
Harbor Point,2979.0,sqft,10580.0,5,4.0,2.0,1977.0,Yes,3,9,Y,Y,N,5.0,911100.0
Cedar Falls,1456.0,sqft,5634.0,2,1.5,1.0,1960.0,No,4,7,N,N,N,6.0,200500.0
Riverside Park,1011.0,sqft,1851.0,2,2.0,2.0,1988.0,No,3,3,Y,Y,N,5.0,$165.9K
Sunridge,1704.0,sqft,3142.0,3,3.0,2.0,1944.0,No,5,10,N,N,N,5.0,$152.5K
Sunridge,198.2,sqm,6377.0,3,2.0,1.0,1991.0,No,4,4,Y,N,N,10.0,$254.2K
Brookhaven,2352.0,sqft,3198.0,3,2.0,2.0,1981.0,No,2,5,N,Y,N,6.0,$366.3K
Old Mill District,163.7,sqm,4807.0,2,1.5,2.0,2023.0,No,4,4,N,N,N,3.0,431200.0
Old Mill District,228.6,sqm,5956.0,5,3.5,1.0,1927.0,Yes,5,6,N,Y,N,5.0,459200.0
Brookhaven,2670.0,sqft,10280.0,4,3.5,1.5,1955.0,No,3,10,Y,Y,N,4.0,$514.5K
Old Mill District,1691.0,sqft,2634.0,4,3.0,1.0,1974.0,Yes,4,5,N,N,N,8.0,418500.0
Brookhaven,157.6,sqm,2944.0,2,1.5,2.0,1951.0,Yes,3,4,Y,N,N,10.0,400800.0
Sunridge,1847.0,sqft,7325.0,3,2.5,2.0,1955.0,No,4,5,Y,,N,5.0,$169.5K
Sunridge,1986.0,sqft,3940.0,2,2.0,1.0,1935.0,No,4,10,Y,N,N,4.0,$151.7K
Northgate,945.0,sqft,3672.0,1,2.0,1.0,1928.0,Yes,3,5,Y,N,N,2.0,$65.5K
Harbor Point,1852.0,sqft,4980.0,3,2.5,2.0,1983.0,Yes,5,9,Y,N,Y,5.0,$722.9K
Maple Grove,585.0,sqft,1349.0,1,1.0,1.0,1996.0,Yes,2,4,Y,Y,N,7.0,99100.0
Maple Grove,1449.0,sqft,4766.0,2,2.0,2.0,1977.0,No,4,4,Y,N,N,6.0,177900.0
Riverside Park,166.2,sqm,6964.0,3,2.5,1.5,1978.0,No,4,4,Y,N,N,8.0,$286.3K
Harbor Point,1372.0,sqft,1648.0,2,1.5,2.0,1981.0,Yes,4,10,Y,Y,N,2.0,362700.0
Old Mill District,2702.0,sqft,9728.0,4,3.0,1.0,2010.0,No,3,9,Y,Y,N,3.0,$725.8K
Northgate,1662.0,sqft,2238.0,3,1.0,1.0,1924.0,No,1,4,N,N,Y,7.0,126100.0
Old Mill District,1459.0,sqft,5294.0,3,3.0,1.5,1940.0,No,4,6,Y,N,N,7.0,314400.0
Brookhaven,1825.0,sqft,4336.0,3,1.5,1.0,1986.0,No,4,10,Y,Y,N,7.0,407400.0
Riverside Park,1734.0,sqft,4784.0,2,1.0,2.0,1926.0,No,4,6,Y,N,Y,5.0,261300.0
Old Mill District,242.8,sqm,4921.0,4,3.0,3.0,1978.0,No,3,7,N,Y,N,5.0,$560.4K
Harbor Point,2088.0,sqft,7896.0,3,2.0,1.0,1934.0,No,3,10,Y,,N,5.0,480200.0
Old Mill District,1457.0,sqft,4952.0,2,1.5,3.0,1935.0,No,5,4,Y,N,N,5.0,277900.0
Riverside Park,2056.0,sqft,4775.0,2,1.0,2.5,1962.0,No,4,9,Y,N,N,6.0,$330.3K
Brookhaven,2381.0,sqft,4913.0,4,3.5,1.0,1931.0,Yes,2,8,Y,Y,N,7.0,$447.7K
Northgate,142.5,sqm,4304.0,3,3.0,2.0,1960.0,No,3,10,N,Y,N,6.0,$125.2K
Maple Grove,511.0,sqft,1704.0,2,1.5,1.5,2003.0,No,3,7,N,N,N,6.0,$69.8K
Northgate,2155.0,sqft,7922.0,2,1.5,3.0,1926.0,No,5,7,Y,N,N,6.0,142600.0
Brookhaven,683.0,sqft,2299.0,1,2.0,2.0,1981.0,No,5,6,Y,Y,N,8.0,142400.0
Brookhaven,561.0,sqft,2234.0,2,1.0,1.0,2018.0,No,4,3,Y,Y,N,5.0,$121.2K
Maple Grove,1129.0,sqft,2187.0,1,1.0,3.0,2020.0,No,4,5,Y,Y,N,4.0,$157.1K
Old Mill District,2516.0,sqft,7884.0,4,3.0,1.0,1950.0,Yes,4,8,Y,N,N,6.0,596500.0
Brookhaven,2542.0,sqft,10042.0,4,3.0,1.0,,Yes,4,5,N,Y,Y,,$551.0K
Brookhaven,802.0,sqft,2360.0,1,1.0,3.0,1947.0,Yes,1,5,Y,Y,N,4.0,125600.0
Sunridge,1264.0,sqft,2610.0,3,2.5,1.0,2022.0,No,4,5,Y,N,N,3.0,$138.5K
Riverside Park,1986.0,sqft,3798.0,2,2.0,1.0,2008.0,No,2,3,Y,N,N,5.0,$262.1K
Cedar Falls,1829.0,sqft,2454.0,2,1.0,1.0,2002.0,No,4,4,Y,N,N,7.0,$226.4K
Northgate,500.0,sqft,1043.0,1,1.5,1.0,1982.0,No,2,10,N,Y,N,9.0,$52.7K
Old Mill District,3087.0,sqft,8321.0,5,3.5,2.0,2015.0,No,3,9,Y,Y,N,,959000.0
Northgate,1867.0,sqft,2271.0,3,2.0,1.0,2013.0,No,4,7,Y,Y,N,6.0,202400.0
Maple Grove,191.1,sqm,7919.0,5,3.5,3.0,1922.0,No,2,7,Y,N,Y,5.0,281900.0
Maple Grove,1544.0,sqft,5397.0,3,2.5,2.0,1999.0,No,4,7,Y,N,N,7.0,$176.9K
Riverside Park,1350.0,sqft,2215.0,2,1.5,1.0,1965.0,Yes,4,8,Y,N,N,5.0,$211.8K
Riverside Park,847.0,sqft,1640.0,3,3.0,3.0,2000.0,No,2,9,Y,Y,N,5.0,$145.8K
Cedar Falls,2359.0,sqft,3338.0,4,3.5,1.0,1950.0,No,4,6,Y,Y,N,5.0,257500.0
Maple Grove,1785.0,sqft,3487.0,3,2.5,1.0,1947.0,Yes,4,4,Y,N,N,10.0,$231.8K
Old Mill District,776.0,sqft,2779.0,1,1.0,1.0,1956.0,Yes,2,8,Y,N,N,2.0,$173.1K
Cedar Falls,1726.0,sqft,6657.0,4,3.5,2.5,1955.0,Yes,4,7,Y,N,N,5.0,227700.0
Northgate,1980.0,sqft,2467.0,4,2.5,2.5,1942.0,No,1,4,Y,N,N,,133700.0
Northgate,1554.0,sqft,5120.0,2,1.5,2.0,1928.0,No,4,3,Y,N,N,4.0,107600.0
Sunridge,150.5,sqm,3204.0,2,1.5,2.5,2010.0,No,4,7,Y,N,N,5.0,$182.3K
Brookhaven,1288.0,sqft,4192.0,3,3.0,1.5,2021.0,Yes,2,3,Y,N,N,6.0,$279.9K
Cedar Falls,1707.0,sqft,5460.0,2,1.5,1.0,2015.0,No,3,9,Y,Y,N,6.0,231200.0
Harbor Point,1948.0,sqft,7169.0,4,2.5,2.0,2004.0,No,4,4,Y,Y,N,7.0,$641.0K
Brookhaven,1323.0,sqft,5204.0,2,2.0,2.0,1952.0,No,4,3,Y,,N,6.0,229200.0
Sunridge,2282.0,sqft,4419.0,3,2.5,1.0,1980.0,Yes,3,5,Y,Y,N,7.0,231600.0
Sunridge,231.1,sqm,5391.0,3,1.5,1.0,2002.0,No,3,3,Y,N,N,9.0,$248.6K
Northgate,2160.0,sqft,5785.0,4,3.5,1.0,2010.0,No,1,4,Y,N,N,7.0,$180.1K
Maple Grove,1893.0,sqft,4191.0,3,2.5,1.0,1948.0,No,4,6,Y,Y,N,4.0,211300.0
Cedar Falls,2453.0,sqft,8330.0,4,3.0,2.0,1953.0,Yes,4,10,N,Y,N,5.0,326000.0
Old Mill District,1740.0,sqft,2965.0,3,3.0,1.0,1934.0,No,2,7,N,N,N,7.0,$340.1K
Maple Grove,1848.0,sqft,5106.0,3,3.5,1.0,1995.0,No,3,5,N,N,N,5.0,268500.0
Brookhaven,162.9,sqm,6838.0,3,1.5,3.0,1943.0,No,3,10,Y,Y,N,6.0,$300.1K
Brookhaven,2857.0,sqft,4108.0,4,3.0,2.0,1937.0,No,5,9,N,N,N,9.0,$551.1K
